"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
DQ,221.42,18.59,577900,198.65,195.63,189.94,157.98,128.51,120.50,113.59,199.17,149.79,115.81,20,20,1.14,1.84,-5.39,
IPGP,197.55,1.90,469500,193.38,191.83,188.72,177.19,167.44,164.61,162.15,189.98,171.99,168.29,13,10,1.03,1.02,3.44,
BGNE,300.00,-1.41,457400,300.62,300.47,298.34,274.50,244.65,235.94,228.27,302.81,271.89,233.97,16,18,0.32,0.78,-6.67,
IDXX,467.97,-0.30,440500,448.73,440.09,429.82,399.83,370.12,360.87,352.49,429.74,396.07,366.08,19,17,2.36,2.21,-6.74,
ZBRA,340.12,3.32,399000,314.20,305.80,297.63,280.95,268.75,264.83,261.11,296.69,277.05,271.07,16,13,1.52,1.42,3.70,
MRTX,236.60,0.82,387000,222.07,213.61,203.81,174.56,151.03,144.78,139.39,201.45,169.47,141.66,20,20,1.87,1.75,-3.96,
SIVB,312.67,5.43,374600,299.97,293.74,285.70,262.82,245.52,241.48,238.41,284.87,260.16,239.23,15,14,1.91,1.75,6.20,
PEN,248.59,-0.16,349600,247.36,241.77,233.71,217.71,206.32,202.69,199.27,230.48,216.18,203.74,9,7,2.44,1.89,-2.47,
POOL,383.92,1.79,326600,368.80,364.02,357.60,334.47,308.07,299.46,291.48,359.70,332.75,305.94,20,17,1.54,1.59,-16.05,
MOH,216.82,-0.06,322500,207.63,205.12,202.20,192.61,183.49,180.22,177.07,204.54,189.65,185.13,13,11,0.52,0.72,-4.48,
TPTX,111.37,3.24,313900,103.70,102.95,101.70,90.64,79.58,76.54,73.84,106.42,88.23,75.65,13,11,0.06,0.40,0.80,
GWW,378.84,1.10,304700,368.44,367.14,366.77,358.64,343.52,338.90,334.89,371.02,361.46,340.87,10,9,-0.65,-0.16,2.48,
LAD,265.10,3.84,284500,250.16,249.67,250.70,241.61,215.95,207.48,199.90,255.45,251.19,209.80,11,10,-1.23,-0.55,-2.37,
MKTX,581.17,0.22,276600,561.32,555.20,545.07,516.09,493.51,484.83,475.97,549.68,501.77,504.65,20,18,3.02,3.06,-7.97,
KOD,107.63,4.14,249800,98.38,94.10,87.97,71.29,63.13,61.12,59.22,87.04,64.70,59.84,14,11,1.67,1.50,5.15,
MTD,1103.74,2.18,169200,1061.04,1049.04,1036.68,989.25,929.11,910.63,894.08,1037.49,994.25,914.53,18,17,2.31,2.37,6.87,
EIDX,75.38,2.73,159000,73.29,72.74,70.90,61.02,55.04,53.75,52.64,73.39,56.33,51.54,13,11,0.41,0.63,-1.67,
CSGP,903.60,0.12,142100,869.38,858.46,852.84,831.17,788.28,773.13,758.66,850.90,843.25,779.81,11,11,-1.54,-0.92,0.92,
ARGX,274.73,-0.14,137200,263.15,261.23,260.19,250.70,232.86,226.15,219.70,262.70,248.32,239.02,11,12,-0.68,-0.19,-6.75,
BSTC,88.26,-0.10,133400,87.73,85.44,80.88,69.99,65.43,64.45,63.65,80.22,65.95,64.17,10,7,1.81,1.49,-0.05,
BIO,630.57,0.93,128600,603.59,591.75,578.39,542.32,508.93,497.61,486.82,576.96,533.74,507.95,20,18,2.63,2.51,-8.03,
SAM,1025.24,0.05,115900,1025.97,1015.76,994.31,903.78,791.32,755.66,723.40,991.82,908.44,765.21,20,20,6.97,6.11,-7.38,
MORN,206.50,-0.05,99300,198.02,193.27,187.74,173.39,164.14,161.93,160.08,187.68,169.05,160.74,15,12,1.11,1.07,3.29,
UI,197.80,3.26,83900,191.49,190.46,188.31,181.37,176.59,174.82,172.96,191.63,178.02,178.82,14,12,0.65,0.81,29.93,
WDFC,252.63,0.91,51500,246.59,239.75,230.36,211.17,202.16,200.07,198.27,225.05,206.00,199.44,8,7,2.80,2.15,-2.87,
