"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
KEY,12.54,-8.93,11266900,13.02,12.97,12.89,12.64,12.76,12.92,13.12,12.97,12.57,12.45,0,0,0.02,0.02,3.83,
RF,13.13,-6.41,10887400,13.38,13.24,13.00,12.26,12.01,12.07,12.16,13.03,12.08,11.64,0,0,0.06,0.06,3.73,
MYL,15.08,-0.40,10301600,14.95,15.00,15.08,15.42,15.91,16.13,16.38,15.26,15.45,15.98,0,0,-0.02,-0.0093,2.45,
JNJ,139.40,0.65,10261100,139.59,140.98,142.63,145.55,145.67,145.39,145.03,144.15,147.32,146.45,0,0,-0.41,-0.29,1.39,
NVDA,551.77,5.95,10237800,526.31,528.29,530.29,508.32,458.24,440.33,423.47,539.38,519.56,453.96,13,13,-0.97,-0.09,2.37,
JCI,41.80,-5.47,10159000,42.84,42.83,42.71,41.33,39.44,39.03,38.73,42.95,41.82,38.35,0,0,0.05,0.06,4.38,
KR,32.09,-1.99,9291800,32.41,32.65,32.97,33.64,33.33,33.05,32.74,33.25,34.18,33.79,0,0,-0.09,-0.07,0.65,
LUV,38.93,0.21,8995000,39.22,39.41,39.39,38.23,37.84,38.18,38.67,39.69,38.37,35.94,0,0,0.08,0.08,3.11,
MOS,16.75,-2.56,8883900,17.95,18.23,18.42,17.88,16.88,16.76,16.76,18.75,18.45,15.89,0,0,-0.03,-0.01,1.31,
HPQ,18.28,-1.83,8512600,18.32,18.46,18.63,18.63,18.34,18.31,18.32,18.90,18.88,17.99,0,0,-0.05,-0.03,4.87,
NEM,65.08,-2.38,8414200,63.65,62.95,62.69,63.13,61.57,60.58,59.50,62.28,64.01,62.94,0,0,-0.05,-0.07,4.39,
MDLZ,54.94,0.96,8391700,54.55,54.99,55.54,55.97,55.23,54.98,54.75,56.20,56.82,54.71,0,0,-0.12,-0.08,1.89,
MGM,21.44,-1.43,8328300,21.31,21.35,21.43,21.12,20.69,20.78,20.97,21.40,21.89,19.75,0,0,-0.01,-0.01,3.68,
MET,39.00,-2.43,7827900,38.79,38.78,38.74,38.41,38.40,38.61,38.88,39.09,38.47,37.87,0,0,0.01,0.03,5.36,
NLOK,21.98,1.90,7408400,21.20,21.06,21.03,21.25,21.30,21.33,21.37,20.97,21.74,21.21,0,0,-0.02,-0.02,0.73,
MPC,31.70,-0.66,7391800,30.49,30.05,29.92,31.44,33.74,34.73,35.78,29.71,31.86,34.52,0,0,-0.03,-0.05,1.29,
PBCT,10.57,-8.72,6542500,10.94,10.89,10.81,10.80,11.24,11.47,11.71,10.80,10.65,11.12,0,0,0.02,0.02,2.84,
OKE,28.60,-1.11,6195600,29.12,29.15,28.93,28.71,31.56,33.19,34.93,29.33,27.79,30.45,0,0,0.11,0.11,0.66,
KHC,31.82,0.13,6168100,31.25,31.16,31.16,31.66,31.61,31.52,31.47,31.36,32.12,32.43,0,0,0.0036,0.0038,1.23,
MDT,102.46,-0.65,6023200,103.35,104.39,105.10,104.13,102.44,102.17,101.98,106.68,105.00,100.27,0,0,0.0057,0.06,1.95,
LEN,79.48,6.87,5946700,75.15,75.90,77.03,76.38,71.80,70.26,68.86,78.83,78.07,71.41,0,0,-0.39,-0.22,1.41,
PG,140.64,-0.41,5818000,139.94,140.27,140.43,137.72,132.81,131.32,129.94,141.67,139.06,130.34,0,0,-0.0015,0.07,1.74,
IBM,111.90,-1.98,5795000,112.55,113.93,115.96,119.97,121.99,122.68,123.39,118.35,121.37,122.38,0,0,-0.67,-0.46,2.54,
NOV,9.05,-0.22,5704300,8.83,8.83,8.96,10.02,11.37,11.93,12.53,8.85,10.42,11.40,0,0,-0.03,-0.05,1.88,
IVZ,13.75,-1.65,5417400,13.66,13.61,13.38,12.22,11.75,11.82,11.98,13.71,11.80,10.92,0,0,0.09,0.10,3.27,
GPS,20.93,-0.10,5332200,20.45,20.19,19.79,17.84,16.03,15.70,15.52,19.92,17.86,14.78,0,0,0.09,0.10,3.06,
PEAK,28.52,-0.04,5318600,27.99,27.86,27.79,27.64,27.74,27.90,28.09,27.81,27.71,27.31,0,0,-0.02,-0.01,0.28,
NFLX,496.95,2.00,5130000,491.32,495.38,499.95,499.02,478.93,470.00,461.15,510.48,503.39,484.97,10,7,-1.56,-0.70,2.51,
NKE,127.34,2.21,5060900,124.95,125.48,125.62,119.85,112.01,109.81,107.88,127.25,119.98,109.18,0,0,-0.07,0.10,1.38,
IPG,18.90,-2.33,5021100,18.77,18.63,18.44,18.05,18.06,18.16,18.29,18.48,17.96,17.83,0,0,0.06,0.05,2.12,
LOW,168.22,2.17,5005700,164.76,165.92,166.81,162.31,151.31,147.64,144.29,169.82,164.91,150.66,0,0,-0.09,0.09,2.80,
MA,307.20,4.00,4788200,302.08,308.62,316.38,324.85,318.11,315.08,312.03,323.85,333.98,319.21,0,0,-1.91,-1.30,3.35,
PM,71.54,-0.39,4770200,71.86,72.69,73.81,75.76,76.21,76.38,76.60,74.95,77.23,75.51,0,0,-0.29,-0.21,0.94,
PEP,137.86,0.60,4575600,136.59,137.06,137.45,137.06,136.02,135.70,135.38,138.72,137.40,135.37,0,0,-0.05,0.03,1.21,
PRU,63.09,-6.92,4564300,64.92,65.17,65.45,65.75,66.24,66.89,67.73,66.04,66.80,64.89,0,0,-0.05,-0.03,4.15,
LVS,49.91,1.82,4409400,48.78,48.31,47.91,47.77,48.55,49.05,49.61,47.24,48.31,47.89,0,0,0.11,0.05,3.91,
HBI,16.37,-2.68,4347600,16.65,16.76,16.75,15.96,14.82,14.57,14.39,17.01,16.18,14.22,0,0,0.03,0.04,-21.26,
KIM,10.73,-2.63,4336300,10.70,10.80,10.97,11.43,12.01,12.30,12.61,11.01,11.61,11.94,0,0,-0.05,-0.04,2.05,
HON,178.91,-0.17,4316800,173.26,172.11,171.18,166.21,161.31,160.45,159.92,172.27,166.90,157.52,0,0,0.08,0.17,2.40,
PHM,46.32,7.35,4171600,43.46,43.73,44.33,44.19,41.89,41.16,40.52,45.27,45.55,41.22,0,0,-0.26,-0.16,1.49,
NI,23.65,-1.58,4166500,23.59,23.53,23.36,23.12,23.55,23.78,24.01,23.45,22.79,23.30,0,0,0.08,0.07,2.03,
PPL,27.92,-3.19,4065100,28.12,28.14,28.12,27.80,27.75,27.86,28.00,28.33,27.95,27.26,0,0,-0.0025,0.01,1.68,
NLSN,14.03,-1.47,3921400,13.99,13.97,14.01,14.37,14.84,15.10,15.38,13.93,14.59,14.74,0,0,-0.02,-0.02,0.14,
GLW,33.56,-0.33,3898000,33.18,33.38,33.50,32.54,30.69,30.21,29.85,34.11,32.99,30.02,0,0,-0.0083,0.03,3.13,
GS,197.87,-0.03,3867000,195.57,197.14,198.85,200.94,200.93,201.05,201.26,202.26,202.02,202.44,0,0,-0.36,-0.16,1.99,
OMC,47.84,-4.42,3756100,48.62,49.18,49.85,51.59,53.98,55.06,56.17,50.70,51.89,53.40,0,0,-0.14,-0.09,2.72,
IR,38.07,-1.75,3710900,36.98,36.82,36.71,35.60,34.00,33.59,33.25,36.94,36.02,33.22,0,0,0.0029,0.02,3.78,
PSX,47.92,0.84,3708500,47.55,48.08,49.17,54.33,60.45,62.65,64.81,49.49,55.01,62.95,0,0,-0.31,-0.29,1.25,
JNPR,20.04,-0.30,3628300,20.32,20.74,21.19,22.26,22.77,22.88,22.99,21.58,22.64,23.27,0,0,-0.07,-0.05,2.25,
GOOG,1749.13,5.99,3569700,1643.90,1617.48,1591.77,1545.01,1499.83,1483.50,1467.66,1585.37,1550.43,1507.08,13,10,6.44,5.07,0.95,
GOOGL,1745.85,6.09,3563800,1639.20,1612.41,1586.62,1540.65,1496.68,1480.67,1465.14,1580.08,1545.15,1505.33,13,10,6.30,4.97,1.01,
HD,282.72,1.93,3523200,276.18,276.95,277.96,275.53,265.36,261.59,258.02,280.91,279.82,266.76,0,0,-0.26,-0.07,1.81,
RCL,56.98,-1.02,3497800,57.18,58.14,59.58,60.98,61.59,62.88,64.55,60.48,63.74,58.30,0,0,-0.49,-0.38,4.33,
HFC,18.73,-1.68,3429600,18.81,19.02,19.40,21.61,24.80,26.04,27.30,19.59,21.72,25.61,0,0,-0.10,-0.09,3.84,
MCD,214.87,-0.89,3359500,216.70,218.82,220.32,216.43,208.90,207.01,205.48,223.22,218.37,204.59,0,0,-0.16,0.03,0.53,
HRL,50.15,0.30,3339200,49.56,49.48,49.45,49.58,49.12,48.84,48.53,49.51,50.07,49.40,0,0,0.0006,-0.0014,0.68,
MAR,98.04,2.03,3272000,95.33,95.46,95.89,96.17,97.00,98.03,99.28,96.55,97.85,94.62,0,0,-0.14,-0.10,3.64,
LB,33.70,-0.09,3238600,33.27,33.16,32.87,30.14,26.42,25.47,24.73,33.01,30.97,24.41,0,0,0.07,0.09,0.98,
MMM,160.16,-3.23,3139500,162.49,163.48,164.25,163.53,161.36,161.04,160.99,166.18,164.80,160.69,0,0,-0.03,0.05,1.83,
NRG,32.71,-0.06,3138500,32.43,32.47,32.41,32.48,32.92,33.12,33.32,32.83,32.54,33.38,0,0,0.07,0.07,1.56,
MXIM,74.70,5.51,3096700,71.58,71.44,71.16,69.26,66.45,65.57,64.80,72.15,69.35,66.17,0,0,0.10,0.14,2.33,
PWR,63.46,-5.73,3029900,63.89,62.96,61.53,55.52,49.92,48.48,47.28,61.99,55.26,47.32,0,0,0.36,0.37,2.73,
HLT,93.09,2.69,2985200,89.81,89.51,89.35,87.62,85.90,85.81,85.86,89.68,88.75,83.63,0,0,-0.01,0.02,2.05,
ICE,98.36,2.39,2984100,96.60,97.19,98.05,98.92,97.48,96.88,96.27,98.93,100.79,97.68,0,0,-0.25,-0.17,3.43,
PGR,95.86,1.47,2979400,94.13,94.26,94.56,93.15,89.43,88.21,87.09,95.65,94.10,88.08,0,0,-0.18,-0.08,1.54,
HIG,38.21,-3.31,2923100,38.74,38.68,38.57,38.86,40.10,40.77,41.48,38.62,39.00,39.56,0,0,0.05,0.04,3.64,
NWL,18.87,-3.23,2906900,18.35,18.09,17.89,17.29,16.75,16.65,16.60,17.90,17.21,16.42,0,0,0.0093,0.02,3.92,
LHX,183.30,2.51,2829300,173.02,171.76,172.01,174.87,178.49,179.80,180.96,171.75,176.79,178.12,0,0,-0.43,-0.38,-0.56,
LNC,35.03,-6.31,2768700,35.46,35.19,34.88,34.95,36.36,37.18,38.09,34.93,34.80,36.48,0,0,0.08,0.07,4.80,
LYV,54.73,2.61,2763900,52.47,52.78,53.29,53.28,52.62,52.77,53.05,53.92,54.46,51.33,0,0,-0.13,-0.09,1.41,
PRGO,41.29,-8.97,2726400,43.79,44.24,44.80,47.44,49.54,49.99,50.35,45.10,47.99,51.44,0,0,-0.08,-0.09,8.50,
MNST,82.72,4.02,2723500,79.62,79.56,79.74,79.40,76.50,75.35,74.27,80.17,81.17,76.82,0,0,-0.06,-0.04,0.87,
PFG,41.72,-0.19,2679700,40.73,40.76,40.90,41.37,41.76,42.06,42.44,41.24,41.74,41.97,0,0,-0.06,-0.03,1.27,
IRM,26.62,-2.49,2658200,26.78,26.92,27.12,27.68,27.84,27.95,28.09,27.32,28.38,27.71,0,0,-0.04,-0.04,3.16,
GIS,60.47,-0.69,2580000,60.30,60.51,60.72,61.20,60.80,60.44,60.03,61.15,61.40,61.95,0,0,-0.05,-0.02,1.82,
O,58.50,-1.27,2468000,58.93,59.27,59.82,60.75,61.13,61.47,61.87,60.12,61.64,60.35,0,0,-0.20,-0.16,0.77,
HES,37.22,0.84,2464600,37.35,37.57,38.09,41.42,44.45,45.40,46.31,37.88,42.43,46.34,0,0,-0.10,-0.14,1.85,
PAYX,85.49,-1.21,2410700,84.02,83.44,82.72,79.66,77.54,77.25,77.10,83.11,78.97,76.12,0,0,0.15,0.17,2.30,
NUE,46.95,-6.19,2370200,48.28,48.34,48.22,46.86,45.62,45.51,45.56,48.74,47.02,44.63,0,0,0.06,0.08,4.56,
LIN,235.29,0.51,2347200,229.34,229.28,230.71,234.25,228.57,225.96,223.43,231.07,240.33,230.58,0,0,-0.60,-0.54,6.65,
INFO,86.21,2.72,2328600,83.00,82.20,81.45,79.83,77.63,76.85,76.08,81.16,80.21,77.62,0,0,0.19,0.15,2.37,
HCA,131.80,-3.15,2301300,131.21,131.35,131.33,128.78,124.80,124.09,123.68,132.77,131.49,120.46,0,0,0.16,0.18,6.11,
GPN,170.86,2.99,2251400,165.38,166.91,169.23,172.49,172.59,172.36,171.96,171.78,173.57,174.47,0,0,-0.73,-0.48,2.53,
KMB,135.12,-0.17,2240900,135.45,137.62,140.48,145.49,145.23,144.68,144.04,143.35,148.92,146.19,0,0,-0.77,-0.54,0.52,
MTB,98.43,-10.53,2234600,102.76,102.16,101.37,101.39,105.67,108.02,110.55,101.47,101.12,103.41,0,0,0.23,0.18,3.01,
MMC,109.00,2.28,2234400,107.40,108.60,110.14,112.40,111.16,110.51,109.83,111.30,114.13,112.02,0,0,-0.37,-0.27,1.23,
NOW,513.58,6.98,2222600,497.28,499.20,498.99,478.77,444.44,432.35,420.86,506.43,479.57,444.03,16,15,0.42,0.91,2.82,
IP,45.09,-3.07,2182400,45.06,44.91,44.42,41.64,39.65,39.36,39.22,44.99,40.88,38.14,0,0,0.20,0.21,3.33,
HOLX,73.75,2.54,2176800,70.99,70.01,68.97,65.82,61.98,60.75,59.64,68.65,65.59,61.71,0,0,0.14,0.15,3.63,
LMT,372.16,2.40,2146400,362.42,364.81,369.16,377.60,379.25,379.27,379.00,372.73,383.13,380.21,0,0,-1.36,-1.03,-0.83,
PNC,112.86,-5.47,2136100,113.52,112.93,112.42,110.97,111.57,112.48,113.56,112.62,110.93,109.68,0,0,-0.02,0.03,2.26,
NTAP,45.17,-2.42,2129700,45.07,45.16,45.17,44.66,44.90,45.30,45.82,45.89,44.34,44.18,0,0,0.04,0.06,2.44,
INCY,91.21,7.37,2087400,87.76,88.25,88.93,91.31,92.17,91.92,91.52,90.18,91.11,95.76,0,0,-0.21,-0.13,-4.06,
OTIS,62.30,-0.65,2042700,62.12,62.39,62.68,62.13,59.58,58.57,57.62,63.46,62.82,60.20,0,0,-0.09,-0.03,1.04,
MCHP,113.32,3.99,2016600,108.76,108.68,108.48,106.35,103.15,102.12,101.19,110.08,106.44,104.11,0,0,0.05,0.14,2.89,
PXD,83.50,1.58,1984900,82.53,83.17,84.52,89.94,94.14,95.83,97.68,85.04,93.08,95.36,0,0,-0.38,-0.36,-0.92,
HUM,452.01,6.75,1982100,425.43,424.82,423.83,414.82,400.93,395.52,390.12,428.65,415.10,403.72,10,3,0.38,0.66,-0.13,
NSC,220.79,-1.21,1967000,215.03,213.84,213.70,209.77,201.30,198.95,197.02,213.98,213.58,197.73,0,0,-0.31,-0.20,2.02,
PLD,105.81,1.36,1958800,102.65,102.39,102.41,101.45,98.71,97.67,96.66,103.29,102.04,98.87,0,0,-0.16,-0.06,0.76,
MCK,166.04,3.77,1903100,155.52,153.81,152.79,151.69,150.37,149.77,149.11,152.92,151.72,152.32,0,0,0.10,0.10,4.07,
PEG,58.40,-1.55,1898400,59.02,59.05,58.59,56.15,54.64,54.45,54.37,59.15,55.39,53.42,0,0,0.22,0.23,1.58,
HWM,18.17,-2.47,1879400,17.96,17.96,17.95,17.53,17.55,17.80,18.10,18.14,17.70,16.39,0,0,0.0048,0.02,3.91,
PPG,132.81,-2.96,1866100,132.60,132.17,131.39,125.74,119.58,118.21,117.18,133.33,126.13,116.48,0,0,0.20,0.29,3.38,
K,63.58,-1.24,1856600,64.08,64.49,64.84,65.73,65.90,65.82,65.70,65.47,66.29,66.47,0,0,-0.02,0.0008,2.04,
MLM,253.76,-8.11,1817500,262.76,261.18,257.66,240.58,229.85,228.27,227.34,261.77,233.98,221.32,15,12,0.56,0.91,3.14,
LDOS,92.32,4.96,1806300,86.63,86.08,86.38,88.58,90.70,91.09,91.25,86.32,88.90,92.21,0,0,-0.32,-0.26,0.73,
QRVO,133.74,4.11,1787200,130.49,131.10,131.55,128.81,122.09,119.64,117.29,133.31,130.32,121.91,0,0,-0.10,0.03,10.02,
NWSA,13.54,0.30,1769400,13.43,13.53,13.70,13.91,13.49,13.36,13.26,13.77,14.48,13.43,0,0,-0.05,-0.04,2.88,
LKQ,33.36,-3.00,1715800,32.71,32.25,31.77,30.63,29.65,29.45,29.31,31.76,31.01,29.20,0,0,0.13,0.11,4.05,
NOC,315.64,3.55,1684000,303.65,304.33,307.40,317.43,322.46,323.80,324.87,307.76,325.32,321.99,0,0,-0.99,-0.95,-1.89,
MAS,57.32,2.43,1672900,55.41,55.32,55.50,55.52,53.36,52.50,51.68,55.81,56.89,53.72,0,0,-0.10,-0.07,2.02,
ILMN,311.33,4.96,1645300,306.21,310.16,313.93,326.43,331.25,330.86,330.04,320.92,327.52,348.04,3,0,-0.55,-0.29,-0.46,
IQV,170.90,6.72,1583500,161.56,161.62,161.77,159.59,155.04,153.69,152.52,163.81,160.73,154.50,0,0,0.0006,0.11,2.66,
LNT,55.34,-1.95,1551400,55.92,55.76,55.32,53.84,52.83,52.62,52.44,55.48,53.75,51.87,0,0,0.16,0.15,0.81,
LRCX,380.34,2.65,1528000,361.08,358.23,355.30,345.53,331.43,325.86,320.27,360.52,344.70,333.05,13,9,0.49,0.79,3.15,
LYB,69.56,-4.53,1523700,71.70,72.73,73.49,72.46,70.79,70.74,70.94,75.19,72.62,69.65,0,0,-0.12,-0.01,5.10,
PCAR,88.75,-3.30,1521400,88.77,88.77,88.58,86.51,83.01,81.91,80.92,89.33,87.12,82.41,0,0,0.09,0.13,1.65,
HSIC,59.94,-0.78,1442000,62.01,62.44,62.40,62.44,62.14,62.08,62.07,62.58,62.98,62.49,0,0,0.24,0.17,3.50,
J,95.65,-6.17,1413700,97.35,97.23,96.89,93.91,90.99,90.31,89.74,97.94,93.70,88.96,0,0,0.06,0.13,3.38,
MSI,160.33,-3.42,1408200,163.98,165.03,164.82,158.77,154.48,153.98,153.71,167.34,158.28,148.78,0,0,0.42,0.49,2.71,
KEYS,107.80,0.07,1400800,106.30,105.81,104.89,101.88,100.23,99.77,99.29,105.65,100.65,100.52,0,0,0.29,0.31,2.75,
IFF,105.02,-2.06,1362300,105.76,107.35,109.81,116.49,120.22,121.05,121.78,110.98,118.23,123.23,0,0,-0.69,-0.57,1.43,
KLAC,220.53,4.58,1356100,207.28,205.47,203.97,199.44,192.93,190.26,187.54,206.79,199.45,195.93,0,0,0.07,0.28,2.08,
INTU,343.00,5.63,1344400,328.20,328.65,329.25,323.70,311.78,307.78,304.05,333.79,326.82,310.59,0,0,-0.27,0.06,1.02,
KSU,179.62,-2.13,1292200,179.20,179.44,180.10,178.27,170.57,167.90,165.39,180.83,182.75,168.63,0,0,-0.24,-0.18,1.99,
RL,68.71,-0.59,1260900,70.09,71.24,71.99,72.50,74.72,76.12,77.66,73.16,72.25,72.84,0,0,0.05,0.06,0.04,
LW,67.21,-0.03,1237200,66.59,67.34,67.93,67.05,66.65,66.88,67.19,69.75,66.38,65.16,0,0,-0.14,0.0001,1.89,
REGN,587.14,5.38,1193900,567.04,569.89,573.57,582.64,572.65,563.93,554.08,580.62,584.28,598.43,3,0,-1.02,-0.53,-0.18,
PNR,51.90,-1.72,1164800,51.10,50.67,49.99,47.19,44.48,43.80,43.25,50.34,47.10,43.43,0,0,0.19,0.20,3.85,
LEG,41.62,0.34,1162300,42.14,42.52,42.81,41.90,40.26,39.97,39.80,43.55,42.48,38.86,0,0,-0.03,0.0062,0.99,
GRMN,111.26,0.58,1159300,106.37,104.01,102.06,99.58,97.24,96.40,95.58,100.92,100.14,98.04,0,0,0.29,0.20,1.11,
PNW,82.20,0.54,1135900,82.48,82.58,81.91,79.19,78.97,79.35,79.82,82.79,77.16,77.44,0,0,0.29,0.32,4.05,
REG,35.90,-4.09,1099700,36.41,36.73,37.22,39.00,41.49,42.58,43.70,37.48,39.23,41.68,0,0,-0.16,-0.13,1.92,
ITW,202.70,-2.64,1090600,201.69,201.21,200.65,196.22,188.92,186.57,184.40,202.05,198.03,187.35,0,0,0.13,0.19,2.77,
PKI,135.04,1.42,1080200,130.84,129.02,127.32,121.60,114.22,111.92,109.88,126.65,121.70,113.09,0,0,0.11,0.15,2.87,
PH,217.94,-3.65,1062800,217.08,216.71,215.87,208.58,198.79,196.16,193.95,218.11,210.73,196.87,0,0,0.31,0.41,7.35,
KMX,91.55,-1.69,1056600,90.20,90.36,91.40,94.80,93.56,92.81,92.06,91.14,98.85,95.62,0,0,-0.36,-0.37,2.25,
L,36.41,-3.91,1022500,36.07,35.80,35.68,35.69,36.38,36.88,37.45,35.75,35.83,35.40,0,0,-0.03,-0.02,2.99,
NTRS,78.89,-4.42,1015600,80.25,80.99,81.50,81.47,81.89,82.36,82.92,83.17,81.76,81.03,0,0,0.0009,0.07,2.99,
HSY,143.94,0.85,985000,141.97,142.54,143.16,143.11,142.04,141.83,141.62,144.76,144.75,139.74,0,0,-0.08,0.0022,1.29,
PVH,61.08,-3.35,983700,61.13,61.44,61.83,60.37,59.22,59.83,60.86,62.52,61.12,55.41,0,0,-0.14,-0.08,0.46,
LH,211.71,0.58,980800,206.69,204.49,201.36,192.12,184.84,182.84,181.13,201.24,188.83,183.91,0,0,0.85,0.80,2.90,
RHI,51.16,-2.72,972000,51.52,52.13,52.87,53.44,52.97,52.93,52.99,54.19,54.10,53.17,0,0,-0.22,-0.12,2.44,
GPC,94.81,-3.40,936400,94.60,95.24,96.04,95.56,93.04,92.52,92.23,97.55,96.85,92.00,0,0,-0.19,-0.09,3.07,
ISRG,709.65,4.05,920300,695.24,701.86,706.95,696.04,662.58,651.54,641.60,721.22,706.68,655.78,12,11,-0.50,0.26,2.74,
MHK,118.09,0.94,908100,109.25,106.39,104.40,99.38,97.91,98.58,99.64,103.91,98.42,94.67,0,0,-0.03,0.07,2.24,
MSCI,398.22,7.78,908000,366.40,361.18,358.14,355.26,346.44,341.58,336.27,356.70,356.21,352.58,0,0,0.16,0.13,3.20,
JBHT,125.94,-2.16,907200,125.43,126.18,127.49,129.58,126.20,124.69,123.26,129.18,133.12,127.85,0,0,-0.44,-0.32,-0.17,
MCO,285.61,6.10,895500,272.16,273.19,276.01,280.32,275.27,272.32,269.11,278.93,283.77,280.54,0,0,-1.19,-0.82,2.30,
PSA,235.26,-0.09,892200,233.58,233.17,231.93,222.43,214.77,213.61,213.00,233.55,221.05,208.06,0,0,0.30,0.43,-1.55,
HAS,82.38,-2.75,839300,83.85,84.47,84.54,82.08,80.64,80.86,81.34,86.13,81.69,78.15,0,0,0.09,0.17,1.49,
ROK,242.69,-4.22,813700,242.86,241.48,239.48,231.66,222.00,218.68,215.55,242.01,231.50,223.89,0,0,0.46,0.57,4.07,
IT,142.26,1.04,767500,130.85,128.56,127.53,126.93,126.64,127.01,127.57,126.78,128.12,125.79,0,0,-0.08,-0.08,1.89,
IDXX,469.36,5.69,734200,442.32,435.02,425.81,397.52,368.48,359.37,351.11,426.02,394.69,364.64,16,13,2.38,2.21,0.14,
NDAQ,129.30,3.51,686700,125.44,125.58,125.77,125.85,123.07,121.74,120.38,126.50,127.21,124.80,0,0,0.08,0.07,3.07,
RMD,209.42,3.44,675200,195.47,190.40,185.94,180.53,176.92,175.12,173.12,183.60,177.86,179.54,0,0,0.81,0.61,2.05,
JKHY,162.42,4.02,674500,155.38,155.61,156.88,162.77,165.88,165.84,165.41,157.81,163.75,172.37,0,0,-0.53,-0.41,-3.62,
RJF,77.09,-3.61,640700,77.91,77.93,77.61,75.72,74.79,74.88,75.11,78.48,75.67,73.44,0,0,0.15,0.18,4.05,
ODFL,200.40,1.14,609500,195.63,195.26,194.85,191.01,181.17,177.19,173.24,197.10,193.90,182.99,0,0,0.15,0.22,1.53,
PAYC,397.43,7.66,608700,376.85,374.18,366.67,334.45,312.31,306.21,300.54,375.18,320.79,311.00,20,19,2.43,2.82,-6.95,
