"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
CE,115.17,-2.91,668400,115.82,115.72,115.15,109.62,104.12,103.14,102.56,116.74,109.55,100.35,0,0,0.17,0.26,3.67,
FLT,237.19,0.87,645000,233.12,235.15,237.33,241.24,245.09,246.65,248.13,241.24,240.19,247.56,0,0,-0.34,-0.13,1.69,
FFIV,134.00,-1.42,615700,133.13,132.07,130.73,130.15,131.49,131.89,132.32,130.67,128.32,135.08,0,0,0.36,0.31,3.34,
CMG,1277.37,5.61,559400,1247.95,1262.13,1271.86,1248.32,1168.80,1139.29,1111.18,1292.88,1272.17,1176.72,12,11,0.50,1.22,0.98,
CTAS,337.37,2.23,558500,328.01,329.38,331.05,323.83,305.57,299.86,294.76,335.91,329.57,302.26,0,0,-0.49,-0.11,1.70,
AVY,143.38,-1.26,483000,141.26,139.48,136.84,128.42,123.35,122.34,121.55,136.68,125.69,120.37,0,0,0.73,0.68,2.84,
DPZ,392.52,2.42,473500,386.57,389.19,393.20,397.31,387.26,381.85,376.17,392.72,403.10,392.98,3,0,-1.46,-1.10,0.77,
BR,144.84,0.82,451000,141.79,141.35,140.61,137.15,132.44,131.02,129.78,141.79,137.66,132.23,0,0,0.27,0.30,1.96,
AIZ,125.89,-0.33,438500,125.59,124.93,124.22,120.97,117.71,117.11,116.68,124.24,122.48,114.30,0,0,0.07,0.09,1.42,
BKNG,1713.32,2.62,423200,1671.27,1681.47,1696.38,1723.59,1715.43,1715.21,1717.32,1713.47,1763.15,1721.76,0,0,-3.82,-2.93,2.81,
AZO,1154.02,-0.91,381800,1149.54,1152.21,1157.00,1165.87,1150.23,1143.49,1136.84,1158.85,1182.75,1162.94,0,0,-0.46,-0.61,1.33,
EQIX,777.29,3.32,363800,759.53,766.09,772.56,768.85,742.25,730.87,719.32,788.86,775.08,744.38,12,11,-1.67,-0.52,1.87,
ABMD,266.44,2.16,335600,265.30,268.59,271.19,274.29,262.22,257.19,252.91,274.62,282.18,270.63,0,0,0.10,0.08,1.42,
BIO,624.79,3.86,239100,594.59,584.69,572.90,539.33,506.88,495.75,485.11,572.99,531.60,506.62,17,15,2.58,2.46,1.93,
COO,331.42,2.30,204600,330.06,334.46,337.59,330.57,320.70,318.57,316.88,344.60,330.40,312.51,0,0,-0.46,0.02,1.24,
