"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
DIS,125.07,0.85,7476200,123.16,123.49,124.08,124.80,123.58,123.44,123.43,124.62,127.53,122.94,0,0,-0.06,-0.07,2.18,
ABT,111.53,1.80,7419000,108.54,108.16,107.85,105.35,101.08,99.65,98.32,108.23,105.99,99.99,0,0,0.0074,0.05,2.26,
CI,210.62,14.54,7050400,184.03,180.29,177.73,176.00,178.42,179.13,179.66,177.24,174.47,180.90,0,0,0.25,0.24,2.81,
DISCA,20.53,-2.79,6833900,20.58,20.63,20.85,21.48,22.07,22.37,22.69,20.89,21.89,21.75,0,0,-0.10,-0.08,3.46,
AMZN,3241.16,6.32,6820000,3142.15,3161.66,3178.68,3150.84,2975.18,2901.68,2830.21,3226.31,3215.00,3013.27,15,13,-2.38,-0.06,2.85,
FITB,23.10,-5.75,6771400,23.54,23.44,23.21,22.08,21.56,21.62,21.76,23.43,21.84,20.85,0,0,0.06,0.08,3.12,
BAX,75.67,-2.06,6719400,77.84,78.60,79.24,81.15,82.72,83.04,83.24,79.61,81.46,83.78,0,0,-0.03,-0.04,1.72,
CRM,250.74,5.74,6503600,241.88,244.02,246.34,239.23,221.53,215.97,210.99,251.20,244.32,215.49,0,0,-0.69,-0.29,2.70,
CSX,84.83,0.72,6449000,81.64,80.75,80.03,77.59,74.93,74.27,73.74,79.90,77.78,74.16,0,0,0.10,0.10,2.31,
AES,19.94,-1.63,6436200,19.97,19.91,19.72,18.52,17.41,17.18,17.02,19.90,18.60,16.44,0,0,0.08,0.08,5.52,
EOG,36.04,2.91,6094400,35.14,35.35,35.88,39.26,43.75,45.52,47.36,36.18,39.57,45.14,0,0,-0.13,-0.13,0.44,
FE,29.06,-3.52,6081300,30.49,30.92,30.99,31.19,33.48,34.38,35.21,31.55,29.81,33.76,0,0,0.10,0.11,2.89,
BRK.B,206.17,-0.22,5974400,205.50,206.52,208.00,208.25,204.74,204.08,203.70,209.21,212.45,200.01,0,0,-0.41,-0.31,1.63,
CFG,26.72,-7.89,5854300,27.53,27.51,27.39,26.66,26.47,26.66,26.95,27.68,26.56,25.77,0,0,0.03,0.05,4.87,
FTI,6.00,-0.50,5817300,5.94,6.08,6.27,6.86,7.87,8.41,9.01,6.48,7.00,7.41,0,0,-0.04,-0.03,3.00,
CL,83.86,0.90,5653400,80.87,80.15,79.57,77.98,76.19,75.63,75.13,79.71,78.14,75.83,0,0,0.07,0.08,0.58,
FISV,101.19,2.26,5508700,98.41,98.63,99.25,100.10,100.79,101.05,101.22,100.13,100.01,100.77,0,0,-0.30,-0.19,1.69,
AIG,31.59,-3.95,5423300,31.78,31.45,30.96,30.15,31.00,31.68,32.47,30.98,29.55,30.50,0,0,0.15,0.13,4.12,
AMCR,11.09,-0.45,5291100,10.87,10.88,10.94,10.92,10.65,10.57,10.50,11.05,11.06,10.70,0,0,-0.02,-0.01,2.52,
AFL,36.53,0.80,5122500,35.77,35.93,36.19,36.57,37.32,37.82,38.38,36.58,36.78,36.57,0,0,-0.09,-0.05,1.81,
CXO,44.18,4.12,4592400,43.38,43.82,44.38,46.75,50.30,51.84,53.53,45.04,46.91,50.82,0,0,-0.06,-0.05,0.43,
AXP,96.40,0.11,4544600,95.32,96.55,98.06,99.56,99.94,100.44,101.05,100.14,100.72,99.04,0,0,-0.39,-0.23,1.55,
DOW,46.45,-4.68,4539000,47.14,47.33,47.55,46.78,45.10,44.77,44.59,48.00,47.43,44.36,0,0,-0.05,-0.02,4.54,
ADBE,487.23,7.31,4523600,466.76,471.18,476.42,474.32,450.08,440.32,430.80,484.57,483.84,453.03,0,0,-1.22,-0.64,1.83,
DHI,74.75,7.62,4198600,70.83,71.35,72.21,71.32,66.72,65.16,63.75,73.62,73.30,66.10,0,0,-0.33,-0.18,0.83,
CMA,43.64,-10.59,4164600,45.30,44.66,43.75,41.46,41.32,41.98,42.89,43.58,41.04,39.44,0,0,0.23,0.20,3.48,
EMR,68.15,-3.20,4053500,67.79,67.82,67.88,67.17,65.69,65.38,65.18,68.56,68.17,65.19,0,0,-0.0031,0.03,3.17,
FAST,46.60,0.82,4040200,44.99,44.77,44.79,44.97,43.71,43.10,42.48,44.87,45.80,44.50,0,0,-0.09,-0.06,0.52,
CNP,21.56,-1.06,4028800,21.58,21.50,21.28,20.46,20.17,20.29,20.49,21.44,20.31,19.52,0,0,0.08,0.08,4.82,
ANTM,327.86,11.72,3987700,296.79,294.18,291.23,281.74,276.76,275.84,275.18,294.67,279.00,275.71,10,5,0.67,0.87,1.55,
FANG,27.12,-3.56,3968300,27.17,27.50,28.22,32.12,37.36,39.63,42.08,28.47,33.06,38.16,0,0,-0.21,-0.20,0.92,
BEN,19.24,-3.85,3853200,19.82,20.38,20.82,21.09,21.16,21.32,21.55,21.72,21.16,21.04,0,0,-0.04,0.0045,3.64,
CTVA,32.78,-0.46,3832400,32.87,32.79,32.45,30.70,29.35,29.05,28.82,33.12,30.23,28.76,0,0,0.12,0.14,4.73,
AMGN,230.33,4.67,3809000,223.34,225.12,228.80,236.99,236.80,235.67,234.30,229.00,240.75,239.63,0,0,-1.38,-1.12,1.14,
EXPE,98.50,-0.30,3808400,96.60,96.05,95.51,93.23,90.95,91.00,91.46,95.31,94.53,89.19,0,0,0.13,0.09,3.37,
ADM,46.51,-2.90,3781500,48.24,48.75,48.82,47.03,44.78,44.22,43.79,49.55,47.06,43.70,0,0,0.12,0.13,3.55,
D,82.70,-0.25,3768300,81.82,81.52,81.17,80.24,79.98,79.95,79.90,81.41,79.65,80.24,0,0,0.06,0.07,1.61,
ADI,125.94,5.17,3765300,121.17,121.05,120.76,118.95,116.92,116.28,115.68,122.15,118.46,118.11,0,0,0.13,0.19,2.09,
ETSY,136.20,4.41,3634800,133.09,134.78,135.24,127.63,113.73,108.94,104.55,140.36,128.14,113.37,7,0,0.06,0.39,4.23,
DD,58.16,-2.43,3622600,58.31,58.26,58.13,57.06,55.37,54.98,54.67,58.58,57.57,55.29,0,0,0.06,0.07,3.16,
FIS,132.80,3.35,3558400,130.73,133.33,136.44,141.18,140.64,140.08,139.45,138.81,143.95,141.75,0,0,-0.72,-0.53,0.60,
EW,75.97,2.37,3241400,75.04,76.38,77.83,78.93,77.43,76.87,76.32,79.87,80.58,76.71,0,0,-0.26,-0.15,2.53,
COF,75.55,-2.60,3189300,75.36,75.46,75.45,73.04,71.80,72.12,72.65,76.77,72.61,69.35,0,0,-0.07,0.04,3.76,
AON,183.48,1.96,3127800,187.21,192.06,196.29,199.73,198.52,198.03,197.51,201.32,200.69,198.40,0,0,-0.66,-0.34,2.21,
DFS,67.87,-2.15,3086500,66.65,65.80,64.60,59.80,57.25,57.28,57.62,65.10,58.56,54.53,0,0,0.24,0.28,2.45,
DHR,240.52,2.45,3032700,234.43,232.43,229.18,216.00,201.18,196.46,192.11,229.79,214.90,197.88,0,0,0.89,0.88,1.09,
CAH,49.44,1.33,2899700,47.92,47.78,47.77,48.78,49.85,50.05,50.18,47.96,48.63,51.24,0,0,0.0037,0.0005,7.44,
DUK,93.55,-2.06,2883700,93.43,92.99,92.11,88.40,86.86,86.77,86.78,92.86,86.47,85.19,0,0,0.18,0.25,3.24,
ETN,105.90,-4.81,2873600,106.86,106.79,106.46,103.11,98.56,97.26,96.12,107.46,103.86,96.66,0,0,0.12,0.17,3.24,
FOX,25.43,-4.76,2861400,26.13,26.34,26.65,27.03,27.34,27.59,27.88,26.91,27.24,27.13,0,0,-0.13,-0.09,3.30,
EQR,50.76,-3.37,2851900,49.89,50.10,50.79,53.26,56.66,58.02,59.34,51.22,53.69,56.06,0,0,-0.30,-0.23,2.58,
FDX,269.10,-1.96,2806900,269.74,270.62,269.08,244.23,213.62,205.75,199.47,274.56,245.70,197.51,16,17,0.71,1.07,2.89,
ADSK,245.89,-0.97,2779300,244.83,245.28,244.48,239.32,229.55,225.53,221.55,247.29,239.74,234.97,0,0,0.82,0.78,4.22,
BWA,35.84,-1.38,2615200,36.36,36.99,37.66,38.39,37.41,37.11,36.91,38.15,39.68,37.48,0,0,-0.13,-0.09,2.57,
DRE,40.93,1.64,2602300,39.32,38.99,38.76,38.16,37.28,36.98,36.68,38.92,38.24,37.25,0,0,-0.0075,0.01,0.86,
EA,125.31,3.78,2593900,123.40,124.55,125.92,129.19,127.58,126.24,124.82,127.02,131.42,131.17,0,0,-0.23,-0.19,1.51,
CME,150.50,-1.94,2486000,153.38,155.94,158.91,164.93,170.10,171.97,173.71,161.21,167.08,169.75,0,0,-0.70,-0.51,0.55,
ADP,164.58,-1.14,2478700,159.60,156.10,152.43,145.75,145.22,145.76,146.39,151.68,142.45,143.81,0,0,0.64,0.58,0.80,
COST,376.17,1.13,2449800,369.84,369.77,368.37,355.65,341.03,336.58,332.40,372.68,354.80,334.70,8,0,0.57,0.79,2.44,
DLR,148.01,1.45,2445200,148.00,149.35,150.29,150.12,147.31,145.99,144.63,152.98,150.67,147.71,0,0,-0.11,0.04,1.17,
AMT,237.07,1.21,2434000,234.63,235.60,237.32,243.21,244.82,244.19,243.12,238.30,244.31,251.01,0,0,-0.46,-0.40,1.76,
CTSH,73.02,1.50,2427200,72.10,72.17,71.99,69.34,65.94,65.12,64.51,72.81,69.60,63.88,0,0,0.08,0.12,2.22,
ALK,37.80,-1.97,2425300,38.05,38.20,38.30,38.16,38.83,39.58,40.48,38.60,38.51,37.42,0,0,0.04,0.03,3.17,
DRI,96.59,3.75,2422700,94.25,95.01,95.73,92.49,88.85,88.69,88.95,97.10,92.76,84.74,0,0,-0.31,-0.12,3.42,
AEP,90.15,-0.81,2401700,90.76,90.65,89.80,86.38,85.39,85.44,85.55,90.75,84.18,83.83,0,0,0.31,0.34,2.55,
CAG,36.29,0.11,2381600,36.17,36.40,36.55,36.45,35.63,35.25,34.89,37.02,36.72,35.92,0,0,-0.0069,0.02,0.66,
CDNS,120.99,6.51,2250600,113.50,112.49,111.58,108.01,101.71,99.32,97.02,112.65,108.69,102.79,0,0,0.15,0.20,1.66,
APH,115.92,-0.50,2206600,115.13,114.83,114.09,110.28,105.79,104.55,103.51,114.76,110.46,104.90,0,0,0.25,0.27,3.19,
APTV,99.25,-2.50,2189700,98.67,98.22,97.25,91.83,86.76,85.62,84.78,98.16,91.13,84.93,0,0,0.23,0.31,3.15,
BLL,94.11,0.38,2176000,91.76,91.13,90.06,84.83,79.91,78.61,77.47,90.92,84.13,77.65,0,0,0.31,0.34,2.81,
DISCK,18.68,-2.71,2154400,18.66,18.69,18.86,19.43,20.03,20.34,20.66,18.88,19.82,19.66,0,0,-0.08,-0.07,3.69,
ALL,92.04,-0.95,2148700,90.96,90.89,91.17,92.49,94.43,95.16,95.83,91.27,92.78,94.18,0,0,-0.16,-0.13,0.22,
CERN,72.10,-0.48,2146800,71.86,71.99,72.06,71.73,71.16,70.97,70.79,72.55,71.94,71.12,0,0,0.01,0.04,1.73,
AKAM,99.34,3.84,2129900,98.83,101.10,103.59,107.15,106.07,105.16,104.13,106.03,108.86,107.74,0,0,-0.52,-0.35,2.30,
AVGO,364.63,3.07,2127200,358.05,360.52,362.67,354.43,336.86,331.62,327.02,368.39,357.30,332.79,0,0,-0.44,-0.03,3.40,
ALXN,123.35,5.41,2071000,118.74,118.90,118.76,115.12,111.67,110.91,110.39,120.69,113.41,111.46,0,0,0.0092,0.15,-0.17,
DE,233.30,-2.78,1992600,232.79,232.67,231.65,217.84,199.81,195.00,191.00,234.72,219.42,191.06,0,0,0.29,0.50,3.80,
CF,26.66,-1.33,1953100,27.13,27.47,28.13,29.94,30.97,31.47,32.02,28.27,31.18,30.61,0,0,-0.23,-0.20,0.08,
DXC,19.07,-2.36,1945200,18.94,18.99,19.03,18.85,19.21,19.78,20.57,19.45,19.20,17.96,0,0,0.0038,0.02,3.09,
CHTR,634.47,7.18,1940400,602.05,602.21,606.02,603.63,580.14,570.84,561.59,611.67,614.25,578.56,0,0,-2.18,-1.42,1.57,
DISH,26.51,0.84,1937500,26.11,26.33,26.88,29.19,30.24,30.45,30.64,26.82,30.41,31.75,0,0,-0.14,-0.15,2.30,
BBY,119.86,0.88,1916000,116.50,116.15,115.63,110.43,102.26,99.71,97.44,116.99,112.20,99.89,0,0,0.12,0.22,3.59,
GD,139.09,0.64,1855900,136.55,136.96,138.05,142.11,145.50,146.87,148.31,138.92,144.12,146.70,0,0,-0.38,-0.31,0.13,
AIV,26.68,-1.04,1821400,29.79,31.04,32.22,34.45,36.37,37.11,37.85,33.17,34.86,36.35,0,0,-0.23,-0.17,0.04,
FTV,64.62,-0.57,1819700,63.97,64.26,64.53,63.23,61.02,60.53,60.19,65.56,63.41,59.99,0,0,-0.10,-0.02,3.90,
CB,132.95,-1.72,1799500,131.45,129.18,126.70,123.91,124.83,125.64,126.55,125.26,122.60,124.96,0,0,0.58,0.43,2.06,
ACN,227.92,0.98,1725000,223.06,223.34,224.39,225.68,219.83,217.42,215.10,225.55,230.51,221.56,0,0,-0.22,-0.20,2.99,
EXPD,86.93,0.05,1723200,88.91,90.03,90.69,89.02,85.12,83.93,82.90,91.93,89.97,83.85,0,0,0.02,0.07,1.63,
ABC,104.99,2.78,1722500,100.09,99.14,98.47,97.87,96.76,96.15,95.52,98.34,97.68,98.46,0,0,0.09,0.08,3.14,
CTXS,116.87,0.78,1692400,117.46,120.75,124.80,133.10,135.28,134.81,133.97,128.61,135.07,139.91,0,0,-0.97,-0.69,2.82,
CCI,162.13,1.11,1683800,159.97,160.43,161.28,162.74,161.82,160.92,159.82,162.44,162.64,164.79,0,0,-0.36,-0.22,0.94,
ALB,93.43,-4.29,1656900,94.81,94.59,94.24,91.73,87.03,85.55,84.28,94.71,93.19,86.54,0,0,0.09,0.10,6.91,
DG,216.23,0.99,1646200,213.22,213.66,213.68,207.77,198.39,195.05,191.77,216.48,207.43,198.21,0,0,-0.03,0.18,1.71,
DLTR,95.25,1.71,1610000,93.07,93.05,92.98,92.74,91.96,91.82,91.82,93.87,93.46,92.84,0,0,0.09,0.10,0.76,
DGX,125.76,-0.58,1580300,124.88,123.96,122.35,118.68,115.89,114.90,113.95,122.09,116.79,117.44,0,0,0.56,0.48,1.94,
EVRG,55.77,-2.12,1566900,55.95,55.63,55.03,54.56,56.07,56.63,57.13,55.07,52.86,56.83,0,0,0.22,0.19,1.17,
CLX,212.94,0.33,1554500,212.10,212.16,212.48,214.40,210.70,208.16,205.41,213.29,215.58,216.65,0,0,-0.10,-0.07,0.55,
FRC,123.27,-4.52,1539200,126.17,125.92,124.40,118.27,113.92,112.79,111.82,126.14,116.48,113.03,0,0,0.61,0.64,2.99,
BDX,236.79,-0.39,1482500,236.33,236.49,236.35,239.53,243.65,244.64,245.42,237.04,239.02,245.51,0,0,0.22,0.18,0.66,
EXR,117.35,0.43,1469500,116.61,116.17,115.20,110.51,106.49,105.71,105.17,115.52,110.30,103.57,0,0,0.31,0.31,-0.84,
ED,79.56,-2.16,1437700,80.29,80.49,80.27,78.04,77.63,77.93,78.31,81.27,76.63,75.21,0,0,0.07,0.14,1.94,
CTLT,101.51,6.28,1423100,93.77,92.74,91.82,88.21,82.51,80.39,78.35,92.65,88.51,83.40,0,0,0.12,0.18,0.43,
FLIR,35.60,-2.04,1420200,35.48,35.59,35.76,36.65,38.42,39.12,39.81,36.17,35.99,39.06,0,0,-0.06,-0.03,0.90,
EIX,57.43,-1.68,1399200,57.52,57.42,56.88,55.23,56.03,56.64,57.28,57.57,53.74,55.12,0,0,0.25,0.25,3.05,
DXCM,344.50,3.84,1392900,343.94,355.90,367.68,388.09,380.13,372.26,363.20,377.13,398.04,401.99,0,0,-1.58,-1.16,2.94,
ES,91.29,-0.75,1389900,90.64,90.59,90.15,87.99,86.67,86.31,85.93,91.35,86.89,86.04,0,0,0.13,0.20,1.96,
CHD,89.77,0.87,1382600,89.34,89.96,90.67,90.72,87.24,85.94,84.74,91.46,92.94,86.76,0,0,-0.12,-0.08,0.95,
A,108.49,1.36,1357300,105.65,105.16,104.53,101.07,96.28,94.71,93.27,105.20,101.16,95.87,0,0,0.14,0.18,2.20,
FBHS,87.79,3.36,1278300,84.66,84.72,85.06,82.85,77.03,75.17,73.51,86.03,85.03,75.70,0,0,-0.21,-0.10,2.26,
EFX,151.95,1.30,1254700,147.33,149.11,151.77,157.16,156.98,156.13,155.10,154.72,159.33,162.22,0,0,-0.72,-0.49,0.79,
FTNT,116.24,3.41,1244200,116.33,118.84,120.68,123.65,123.68,122.73,121.47,124.23,123.35,130.23,0,0,-0.0060,0.11,2.03,
CMS,64.56,-1.13,1236900,64.59,64.58,64.30,62.85,61.88,61.68,61.50,64.81,62.26,61.02,0,0,0.13,0.14,1.80,
AEE,83.45,-1.03,1209200,83.00,82.69,82.17,80.30,78.75,78.38,78.05,82.40,80.15,77.56,0,0,0.14,0.15,0.59,
AJG,111.75,3.48,1209100,107.47,107.03,106.76,105.15,102.16,101.13,100.17,107.28,105.58,102.35,0,0,-0.0100,0.04,0.42,
AVB,148.33,-1.87,1178200,144.98,145.11,146.52,150.70,156.19,158.69,161.22,147.67,151.97,154.09,0,0,-0.79,-0.58,1.38,
CHRW,88.11,-1.24,1173400,90.64,93.19,95.72,96.69,92.20,90.74,89.52,98.21,99.18,91.24,0,0,-0.55,-0.35,0.34,
CBRE,51.99,0.12,1160700,50.39,49.52,48.93,47.70,47.23,47.32,47.48,48.77,47.74,46.33,0,0,-0.03,-0.01,1.79,
CMI,222.80,-3.98,1154800,223.77,222.65,221.05,211.99,199.41,195.66,192.38,222.15,213.92,196.15,0,0,0.33,0.41,3.09,
FLS,30.02,-4.94,1154100,30.07,29.83,29.53,29.09,29.76,30.32,30.97,29.60,29.11,28.81,0,0,0.09,0.08,3.90,
CPB,47.69,-0.42,1149500,47.62,47.75,47.89,48.40,48.69,48.65,48.54,48.20,48.75,49.08,0,0,-0.04,-0.01,0.88,
ARE,158.64,1.86,1140100,155.93,156.72,158.08,161.49,161.41,160.94,160.35,159.34,163.39,163.28,0,0,-0.45,-0.33,0.55,
ANET,254.44,1.98,1115500,229.16,223.73,220.30,217.39,217.35,217.52,217.89,221.29,214.66,220.29,0,0,0.11,0.22,0.13,
CPRT,121.34,4.26,1105400,115.19,114.28,113.23,107.12,100.28,98.36,96.63,114.59,107.23,97.65,0,0,0.17,0.27,1.84,
AME,105.39,0.09,1094000,103.32,103.60,103.76,101.36,97.61,96.58,95.68,105.41,102.11,96.58,0,0,-0.0058,0.10,2.67,
CBOE,87.00,0.30,1048900,83.75,83.18,83.51,86.55,90.61,92.06,93.40,82.78,87.16,91.19,0,0,-0.31,-0.30,0.76,
BXP,74.49,-4.38,1041600,75.02,75.55,76.80,81.54,87.47,89.87,92.26,77.10,82.33,86.46,0,0,-0.47,-0.40,0.46,
DVA,96.04,3.32,1013700,90.93,90.02,89.26,87.24,84.71,83.69,82.66,89.40,87.26,84.65,0,0,0.15,0.15,3.19,
CDW,133.85,2.39,993800,127.91,127.05,125.98,121.16,118.35,117.89,117.53,127.54,118.85,116.90,0,0,0.17,0.31,2.67,
ETR,105.75,-2.26,992300,105.49,105.43,104.95,102.49,102.11,102.39,102.69,106.01,101.08,100.27,0,0,0.16,0.22,2.35,
EL,227.75,1.32,976500,225.47,225.51,224.67,217.52,208.66,206.18,203.98,225.96,218.80,206.12,0,0,0.41,0.44,3.17,
ALGN,483.46,3.97,960200,452.49,433.00,408.46,353.27,317.89,309.07,301.87,393.39,340.23,308.13,9,8,6.54,5.03,2.34,
DTE,125.17,-1.02,929600,124.70,123.73,122.31,118.51,116.07,115.79,115.72,122.28,118.38,114.11,0,0,0.42,0.35,2.26,
APD,289.29,0.09,924200,285.73,286.87,288.98,288.42,276.79,272.37,268.15,291.27,293.52,276.33,0,0,-0.76,-0.51,4.71,
BF.B,73.81,1.19,864600,72.26,72.73,73.52,73.63,71.35,70.54,69.77,74.40,75.10,70.73,0,0,-0.27,-0.19,1.11,
AMP,168.40,0.57,848000,165.38,165.18,164.49,159.71,154.20,152.75,151.55,166.97,159.20,154.38,0,0,0.20,0.33,3.03,
ECL,191.89,-0.37,837100,191.22,193.08,195.14,197.97,197.50,197.01,196.42,197.53,198.80,201.31,0,0,-0.37,-0.23,2.19,
ALLE,101.55,-2.43,814000,101.19,101.29,101.45,101.47,102.26,102.66,103.01,102.65,101.24,101.73,0,0,-0.05,0.02,-100000000.0,
BLK,651.60,3.55,811700,625.59,622.73,617.27,594.21,570.56,562.81,555.59,626.77,590.13,571.98,16,14,2.05,2.32,2.41,
AAP,155.53,-1.21,791900,152.65,152.45,152.75,152.04,148.13,147.11,146.39,153.48,154.42,148.79,0,0,-0.23,-0.14,1.47,
CINF,72.29,-1.90,775800,73.15,74.27,75.48,76.66,77.35,78.14,79.06,76.76,77.93,73.34,0,0,-0.26,-0.16,3.54,
EMN,82.91,-2.03,772900,83.20,83.41,83.26,80.16,76.26,75.30,74.60,84.62,79.62,75.59,0,0,0.11,0.18,3.50,
FRT,71.89,-4.83,755800,72.07,72.53,73.44,76.40,80.87,83.02,85.28,74.09,77.35,80.07,0,0,-0.32,-0.25,1.74,
AWK,155.41,-1.08,728100,154.43,154.03,153.16,148.10,142.31,140.51,138.83,154.60,147.38,140.32,0,0,0.16,0.27,3.62,
FMC,104.87,0.21,724800,104.92,105.30,105.78,106.07,103.66,102.62,101.58,106.55,107.46,104.55,0,0,-0.07,-0.05,2.61,
ESS,225.50,0.66,701800,212.81,209.11,207.72,211.77,222.42,226.84,231.13,206.27,211.18,222.21,0,0,-0.49,-0.44,1.14,
DOV,114.07,-2.64,685700,113.73,113.37,112.94,110.51,107.18,106.30,105.54,113.39,111.60,105.62,0,0,0.12,0.13,3.28,
ANSS,329.25,4.22,678200,318.71,320.85,323.21,320.33,307.41,302.29,297.18,329.91,324.37,308.02,3,0,-0.56,-0.13,0.65,
AOS,52.42,-1.65,678100,52.93,53.31,53.53,52.28,50.26,49.71,49.27,54.46,52.01,50.04,0,0,-0.06,0.01,3.22,
ATO,95.59,-2.09,672200,95.27,95.22,95.29,96.67,98.72,99.39,99.97,95.37,96.73,99.14,0,0,-0.04,-0.03,1.65,
