"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
TJX,53.94,-1.23,4544300,53.58,53.82,54.30,54.69,54.31,54.26,54.23,54.77,55.17,54.18,0,0,-0.22,-0.14,12.90,
VLO,38.17,-3.44,4378700,38.94,39.28,40.09,44.87,50.61,52.62,54.58,39.90,45.68,52.84,0,0,-0.24,-0.25,31.20,
TPR,24.32,-1.58,4304800,23.61,22.81,21.72,18.73,17.66,17.76,18.01,21.50,17.83,15.94,0,0,0.28,0.25,2.51,
TXN,157.74,1.40,4217700,151.74,150.23,148.99,143.71,137.34,135.48,133.86,149.94,143.95,135.88,0,0,-0.0076,0.12,-0.96,
WU,20.59,-1.39,4204400,20.60,20.78,21.05,21.75,22.01,22.07,22.12,21.24,22.20,22.16,0,0,-0.07,-0.06,4.13,
TGT,161.50,1.81,3498000,157.99,158.06,158.19,152.07,141.84,138.66,135.74,160.06,154.35,138.06,0,0,-0.25,-0.03,-4.08,
WYNN,80.07,-0.07,3461900,76.77,75.55,74.90,76.40,80.09,81.87,83.77,73.75,77.82,79.88,0,0,0.04,-0.04,27.69,
TTWO,175.19,3.86,3182000,165.88,164.74,164.36,162.66,155.91,153.23,150.67,164.94,165.40,156.67,0,0,-0.12,-0.06,-8.68,
WY,28.28,-1.81,3129100,28.38,28.46,28.59,28.24,27.08,26.80,26.60,28.83,28.87,26.46,0,0,-0.05,-0.03,-0.50,
SYF,26.80,-2.47,3108400,26.64,26.72,26.86,26.22,25.47,25.49,25.61,27.30,26.36,24.61,0,0,-0.10,-0.04,11.38,
WDC,39.81,1.69,3048500,38.76,38.85,38.84,38.88,40.60,41.41,42.21,39.27,37.66,40.36,0,0,0.08,0.09,4.19,
UNH,347.46,-1.96,2994900,336.10,330.45,326.17,316.87,307.82,304.66,301.62,325.74,315.67,308.33,0,0,0.15,0.31,0.73,
SO,59.96,-0.35,2971200,59.59,59.33,58.79,56.71,56.21,56.29,56.38,59.10,55.44,55.14,0,0,0.13,0.16,3.94,
UPS,167.68,2.52,2960000,164.19,165.00,166.03,160.24,146.76,142.73,139.30,168.46,164.78,140.93,0,0,-0.45,-0.18,-2.66,
XRX,19.16,0.63,2888500,18.66,18.70,18.82,18.70,19.25,19.75,20.30,19.09,18.91,17.76,0,0,-0.07,-0.04,12.21,
STX,53.49,1.40,2880700,51.09,50.60,50.30,49.26,49.17,49.30,49.45,50.55,48.52,48.80,0,0,-0.04,0.0083,1.23,
UA,13.03,-1.14,2714500,12.76,12.49,12.10,10.92,10.60,10.74,10.97,12.06,10.50,9.73,0,0,0.10,0.10,3.76,
UNM,18.13,-3.97,2697000,18.39,18.40,18.38,18.18,18.37,18.67,19.08,18.55,18.28,17.66,0,0,0.0012,0.01,14.34,
SWKS,146.74,-1.60,2581600,144.55,145.08,145.75,143.44,136.15,133.30,130.54,147.93,144.25,137.91,0,0,-0.36,-0.13,-1.47,
VTR,39.64,-3.60,2557900,40.82,41.07,41.45,41.50,41.23,41.62,42.21,41.64,42.40,39.97,0,0,-0.18,-0.13,18.19,
VNO,30.37,-4.65,2448700,31.67,32.05,32.57,34.20,36.83,38.08,39.39,32.70,34.39,36.05,0,0,-0.17,-0.14,27.40,
WAB,61.13,-2.04,2418600,61.59,61.53,61.82,62.93,63.06,63.25,63.54,61.78,64.32,63.16,0,0,-0.18,-0.16,12.24,
ZBH,138.52,-0.60,2214100,137.26,137.76,138.61,138.06,135.11,134.37,133.78,140.33,139.53,133.98,0,0,-0.40,-0.21,12.58,
TAP,38.32,0.18,2122600,37.21,36.53,36.01,35.89,37.43,38.23,39.10,35.63,35.77,36.50,0,0,0.03,0.02,7.41,
ZTS,169.25,-0.97,2008200,167.06,165.44,164.25,160.00,152.97,150.56,148.27,163.64,161.45,151.69,0,0,-0.02,0.0094,-2.39,
UNP,190.07,-1.04,1999600,186.72,187.36,189.60,190.68,184.85,182.93,181.24,192.22,194.73,184.02,0,0,-1.16,-0.78,4.17,
WELL,55.50,-2.37,1895700,56.11,55.79,55.61,55.52,56.21,56.97,57.87,55.03,56.36,54.67,0,0,-0.02,-0.04,20.11,
ZION,31.95,-1.93,1756000,32.21,32.04,31.78,31.70,32.62,33.14,33.72,31.61,31.51,32.68,0,0,0.07,0.06,23.88,
YUM,99.38,-1.31,1745400,98.15,97.67,97.10,95.01,93.46,93.33,93.35,97.62,95.08,92.74,0,0,0.15,0.17,2.62,
ROST,93.30,-1.73,1728100,91.84,91.65,91.96,92.14,92.64,93.13,93.66,92.45,92.54,91.70,0,0,-0.34,-0.22,15.56,
VRTX,220.28,0.36,1707900,215.30,216.88,223.28,245.58,253.69,253.39,252.13,222.00,252.80,267.41,0,0,-3.22,-2.76,1.17,
RSG,97.08,1.64,1684000,93.40,92.55,92.33,91.61,89.75,89.24,88.81,92.03,92.81,88.64,0,0,-0.17,-0.14,3.43,
UDR,33.52,-0.97,1673800,33.19,32.94,32.97,33.85,35.41,36.02,36.62,32.79,33.78,35.48,0,0,-0.14,-0.11,13.81,
SLG,43.82,-3.46,1656200,44.82,45.11,45.66,47.07,49.79,51.27,52.89,45.78,47.22,47.92,0,0,-0.26,-0.20,36.92,
SRE,124.83,-1.72,1648400,127.16,127.49,127.09,125.19,125.56,126.10,126.67,128.37,124.03,124.26,0,0,0.28,0.31,4.45,
SYY,60.86,0.05,1627000,59.86,60.20,60.99,61.14,60.42,60.60,60.93,61.94,62.04,58.69,0,0,-0.38,-0.24,16.79,
VFC,70.01,-2.00,1597900,70.30,70.84,71.47,70.10,68.47,68.55,68.87,72.58,70.37,65.75,0,0,-0.28,-0.13,11.14,
TSN,57.33,-0.66,1528900,57.32,57.58,58.03,59.66,61.48,62.30,63.14,58.22,60.50,61.02,0,0,-0.10,-0.10,5.27,
WRK,39.02,-0.54,1513800,38.87,38.79,38.45,35.84,33.93,33.69,33.61,39.11,35.18,31.97,0,0,0.09,0.14,3.38,
TER,100.26,0.95,1506600,94.65,92.43,90.18,85.71,81.57,80.00,78.44,89.93,84.66,82.95,0,0,0.43,0.40,1.27,
XEL,73.31,-0.57,1454600,72.60,72.24,71.89,70.41,68.65,68.10,67.57,72.07,70.39,68.03,0,0,0.0054,0.04,0.16,
TMO,527.66,2.51,1367000,502.98,493.19,482.52,450.32,418.46,408.61,399.58,480.54,446.29,410.48,17,15,2.01,1.93,-8.09,
WM,119.28,-0.34,1311800,115.58,114.52,114.07,112.83,111.09,110.72,110.44,113.98,113.51,109.98,0,0,-0.13,-0.09,1.41,
STT,62.23,-0.95,1255800,61.60,61.83,62.24,63.29,63.69,63.81,63.94,63.28,64.21,64.15,0,0,-0.15,-0.08,12.65,
TT,144.32,2.27,1173000,138.39,135.67,132.95,124.39,117.20,115.84,114.93,132.10,124.45,111.11,0,0,0.35,0.35,0.94,
VMC,134.69,-2.02,1138500,140.24,141.57,141.76,136.22,130.65,129.60,128.88,143.96,134.71,126.98,0,0,-0.02,0.19,0.74,
TEL,105.30,0.50,1128000,102.55,102.36,102.29,99.02,94.12,92.91,91.96,103.62,99.73,92.21,0,0,-0.14,0.0029,0.53,
SYK,213.44,1.35,1119100,209.89,210.85,211.77,207.27,201.48,200.30,199.42,215.29,206.39,197.99,0,0,-0.38,-0.05,9.80,
SPGI,354.36,-0.46,1072300,344.27,341.84,342.46,345.55,336.70,332.05,327.17,340.94,351.38,344.00,0,0,-1.26,-1.05,-2.24,
TRV,127.00,-0.40,1044200,124.87,123.28,121.16,116.89,115.81,116.10,116.63,120.40,115.36,115.01,0,0,0.63,0.52,5.73,
SEE,42.16,-0.61,985100,41.52,41.30,41.09,39.85,38.04,37.62,37.34,41.21,40.33,37.34,0,0,-0.0095,0.02,1.68,
TIF,131.15,-0.0076,927100,130.30,128.75,126.57,123.01,122.74,122.60,122.35,125.65,121.45,122.07,0,0,0.64,0.51,0.01,
STZ,185.78,1.25,886000,180.17,178.91,179.21,180.76,179.56,179.33,179.31,178.69,183.09,180.33,0,0,-0.60,-0.51,8.06,
TROW,133.74,-2.65,885500,134.87,136.11,136.88,135.04,131.16,129.83,128.60,140.39,134.96,131.54,0,0,-0.07,0.15,2.46,
XRAY,45.74,-1.87,853500,46.76,46.67,46.37,45.42,45.24,45.41,45.63,46.40,45.03,44.87,0,0,0.12,0.11,12.37,
TXT,38.83,0.15,850300,37.63,36.90,36.49,36.25,35.95,36.11,36.40,35.91,37.10,35.46,0,0,-0.04,-0.05,9.43,
TSCO,140.45,1.06,848000,137.49,138.17,139.62,140.93,134.85,132.13,129.51,142.05,143.90,138.39,0,0,-0.67,-0.42,-7.73,
URI,191.46,1.59,801300,187.28,186.31,185.67,179.35,168.16,164.68,161.62,186.63,181.18,167.40,0,0,-0.39,-0.12,7.50,
SWK,178.85,0.57,787900,174.38,173.23,172.15,165.48,156.86,154.63,152.82,173.70,165.85,154.22,0,0,-0.02,0.16,-0.81,
WRB,62.08,-1.30,670700,62.35,62.41,62.43,62.06,61.57,61.58,61.66,62.69,62.22,61.06,0,0,0.01,0.02,11.50,
VAR,173.72,0.20,668400,173.12,172.86,172.60,167.67,156.88,153.62,150.81,172.41,172.62,151.84,0,0,0.04,0.03,-0.43,
ULTA,215.02,0.35,661500,214.99,217.21,220.38,222.94,223.09,224.32,226.02,224.61,226.54,220.34,0,0,-1.06,-0.66,14.97,
WEC,102.36,0.75,659400,102.05,101.71,101.04,98.03,95.72,95.15,94.62,101.23,97.33,93.97,0,0,0.20,0.20,1.44,
ROP,388.42,0.63,646100,387.17,391.49,396.69,404.37,398.76,395.51,392.19,405.61,410.06,407.25,3,0,-1.23,-0.67,0.46,
ROL,63.16,-0.21,626300,61.21,60.45,59.57,56.19,52.02,50.70,49.51,59.78,56.37,50.98,0,0,0.19,0.20,-9.85,
SJM,116.62,0.71,603200,115.38,115.19,115.20,114.41,113.08,112.70,112.38,115.71,115.12,111.84,0,0,-0.17,-0.09,-2.88,
SNPS,241.78,0.51,586600,230.98,227.74,224.96,215.22,201.73,196.92,192.32,225.82,215.53,203.17,0,0,0.22,0.36,-3.30,
XYL,91.08,0.29,518800,89.66,89.46,89.06,85.16,80.88,79.94,79.22,89.98,85.38,77.56,0,0,0.06,0.14,2.69,
VRSN,206.67,-0.79,505200,200.94,200.30,201.01,203.60,204.07,203.80,203.35,202.42,204.41,206.53,0,0,-0.65,-0.45,-1.55,
SBAC,306.62,0.26,503900,300.98,300.96,302.53,305.06,300.66,297.96,294.88,302.64,307.23,304.07,0,0,-0.90,-0.70,-2.98,
WHR,201.64,1.45,464100,196.36,195.44,194.34,183.94,168.98,164.88,161.48,196.59,185.88,163.28,0,0,-0.06,0.21,-10.39,
VRSK,197.35,1.51,459400,190.95,189.14,188.01,185.00,179.28,177.13,175.03,188.72,185.88,179.86,0,0,-0.06,0.03,-0.53,
SHW,736.10,0.86,426500,715.81,706.62,700.14,681.41,649.82,639.34,629.60,694.04,689.82,644.66,0,0,0.08,-0.04,-6.16,
WAT,222.48,2.20,413200,219.54,218.70,216.32,210.19,207.07,206.66,206.50,217.37,209.18,204.79,0,0,1.08,0.94,3.58,
UHS,116.62,-1.02,405700,114.54,113.48,112.60,110.52,109.89,110.44,111.23,112.25,111.35,106.52,0,0,0.13,0.11,8.70,
TYL,414.45,1.11,405300,402.68,398.59,392.56,371.39,356.16,351.10,346.01,396.78,361.04,357.46,18,17,1.29,1.58,1.44,
STE,181.67,1.40,378500,179.99,180.79,180.90,174.27,166.94,164.91,163.09,183.90,172.09,164.38,0,0,-0.08,0.19,4.61,
WLTW,192.17,2.92,373100,188.50,191.88,196.16,201.71,200.97,200.32,199.60,200.79,203.93,202.45,0,0,-1.16,-0.75,1.99,
ZBRA,346.43,1.86,370300,322.26,312.05,302.27,283.09,270.04,265.96,262.12,299.81,278.06,271.95,13,5,1.63,1.50,1.81,
SNA,162.65,0.58,326100,161.00,160.33,158.99,153.24,148.50,147.70,147.27,159.64,152.78,146.15,0,0,0.40,0.42,3.45,
SIVB,313.37,0.22,273700,303.32,296.76,288.33,264.48,246.64,242.47,239.29,286.80,261.22,240.31,15,11,1.96,1.80,5.96,
WST,295.80,0.26,251500,286.92,285.11,284.24,276.01,255.84,248.09,240.63,285.71,279.55,256.70,0,0,-0.47,-0.17,-3.13,
TDG,520.46,0.23,190400,505.43,498.61,494.28,484.91,473.80,472.25,471.48,489.80,492.57,467.76,0,0,0.17,0.0010,9.20,
TFX,335.94,-0.39,185500,334.36,337.99,342.44,353.06,355.66,355.23,354.34,349.08,358.16,363.26,0,0,-0.91,-0.56,8.34,
TDY,336.83,0.18,107800,328.37,326.20,324.72,321.78,321.99,322.03,321.72,326.20,320.03,323.76,0,0,0.10,0.23,8.10,
