"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20",
SYK,234.35,9.80,3092700,216.01,214.47,213.92,208.16,202.03,200.77,199.83,215.72,207.16,198.35,0,0,-0.42,-0.11,
VNT,28.54,-1.38,3059300,29.06,29.15,29.45,30.88,31.74,31.92,32.06,28.78,31.49,32.24,4,4,-0.07,-0.11,
STT,70.10,12.65,3046500,63.72,63.10,62.99,63.51,63.80,63.90,64.01,63.42,64.20,64.25,0,0,-0.16,-0.09,
ZBH,155.95,12.58,2844700,141.94,140.56,140.27,138.64,135.45,134.67,134.04,140.67,139.84,134.22,0,0,-0.39,-0.23,
XEL,73.43,0.16,2840300,72.80,72.42,72.04,70.51,68.73,68.17,67.64,72.07,70.44,68.14,0,0,0.0094,0.04,
TRV,134.28,5.73,2732900,127.22,124.98,122.41,117.46,116.11,116.35,116.84,121.28,115.62,115.34,0,0,0.67,0.55,
TIF,131.16,0.0076,2607800,130.52,129.12,127.01,123.28,122.88,122.72,122.45,126.28,121.55,122.12,0,0,0.66,0.53,
TEL,105.86,0.53,2595900,103.38,102.89,102.63,99.25,94.32,93.08,92.12,103.54,99.91,92.44,0,0,-0.16,-0.02,
VRTX,222.85,1.17,2477700,217.19,217.80,223.24,244.83,253.18,252.97,251.79,219.42,252.06,266.90,0,0,-2.96,-2.64,
XRAY,51.40,12.37,2404600,47.92,47.40,46.85,45.61,45.34,45.49,45.70,46.67,45.15,44.95,0,0,0.13,0.11,
WM,120.96,1.41,2397900,116.93,115.51,114.73,113.10,111.26,110.86,110.56,114.18,113.67,110.16,0,0,-0.10,-0.07,
STZ,200.75,8.06,2394000,185.32,182.27,181.26,181.41,179.91,179.63,179.56,179.37,183.50,180.56,0,0,-0.49,-0.45,
SWKS,144.58,-1.47,2370900,144.56,145.00,145.64,143.48,136.28,133.45,130.70,147.30,144.22,138.14,0,0,-0.40,-0.18,
ZTS,165.20,-2.39,2325300,166.60,165.40,164.34,160.17,153.17,150.76,148.47,163.47,161.58,151.95,0,0,0.03,0.04,
VMC,135.68,0.74,2262400,139.10,140.67,141.18,136.20,130.74,129.68,128.96,143.24,134.81,127.27,0,0,-0.09,0.12,
TSCO,129.60,-7.73,2225500,135.52,136.85,138.67,140.56,134.76,132.10,129.52,140.98,143.59,138.57,0,0,-0.74,-0.49,
TER,101.53,1.27,2213900,96.37,93.83,91.26,86.23,81.90,80.29,78.71,90.68,84.85,83.27,0,0,0.46,0.42,
SRE,130.39,4.45,2148000,127.97,127.93,127.41,125.36,125.64,126.16,126.72,128.55,124.01,124.32,0,0,0.23,0.28,
RSG,100.41,3.43,2114000,95.15,93.76,93.10,91.90,89.93,89.40,88.95,92.32,92.97,88.79,0,0,-0.13,-0.12,
YUM,101.98,2.62,2035700,99.11,98.33,97.56,95.24,93.60,93.45,93.45,97.92,95.23,92.86,0,0,0.14,0.16,
SEE,42.87,1.68,1748400,41.86,41.54,41.26,39.94,38.12,37.70,37.41,41.26,40.36,37.44,0,0,-0.0049,0.02,
SWK,177.41,-0.81,1719100,175.14,173.87,172.65,165.87,157.20,154.94,153.11,173.67,166.16,154.64,0,0,-0.04,0.13,
ROL,56.94,-9.85,1696300,60.14,59.91,59.32,56.22,52.10,50.79,49.60,59.70,56.41,51.13,0,0,0.17,0.18,
TROW,137.03,2.46,1689800,135.41,136.25,136.90,135.10,131.25,129.93,128.70,140.09,134.96,131.73,0,0,-0.19,0.05,
TT,145.67,0.94,1448100,140.21,137.21,134.16,125.09,117.67,116.26,115.29,132.79,124.90,111.66,0,0,0.42,0.40,
WRB,69.22,11.50,1406700,64.07,63.45,63.08,62.29,61.69,61.69,61.74,62.93,62.33,61.19,0,0,0.02,0.03,
URI,205.82,7.50,1330500,191.91,189.31,187.59,180.22,168.78,165.25,162.14,186.96,181.62,168.05,0,0,-0.32,-0.10,
SPGI,346.41,-2.24,1316100,344.81,342.54,342.83,345.58,336.86,332.25,327.39,340.26,351.28,344.27,0,0,-1.10,-0.97,
WEC,103.83,1.44,1314900,102.49,102.04,101.31,98.22,95.85,95.27,94.73,101.43,97.54,94.11,0,0,0.19,0.20,
WLTW,196.00,1.99,1166800,190.37,192.51,196.15,201.53,200.89,200.26,199.55,199.74,203.84,202.40,0,0,-1.27,-0.86,
VAR,172.98,-0.43,1138900,173.09,172.88,172.64,167.85,157.15,153.89,151.07,172.46,172.61,152.28,0,0,0.05,0.04,
WHR,180.69,-10.39,1137100,192.44,193.17,193.04,183.83,169.18,165.10,161.71,195.58,185.87,163.80,0,0,-0.14,0.13,
TDG,568.32,9.20,1109500,521.15,509.33,501.33,487.64,475.36,473.58,472.62,493.92,493.73,469.45,0,0,0.51,0.22,
XYL,93.53,2.69,1053000,90.63,90.09,89.48,85.43,81.09,80.12,79.39,90.06,85.61,77.83,0,0,0.04,0.12,
ROP,390.21,0.46,1047500,387.93,391.29,396.07,403.91,398.61,395.44,392.17,404.02,409.15,407.43,3,0,-1.53,-0.90,
SHW,690.76,-6.16,1001500,709.55,704.18,699.24,681.72,650.49,640.05,630.32,693.46,690.23,645.71,0,0,0.34,0.13,
UHS,126.77,8.70,991400,117.60,115.53,113.95,111.06,110.16,110.67,111.42,113.09,111.56,106.72,0,0,0.17,0.14,
SNPS,233.79,-3.30,983800,231.68,228.67,225.80,215.83,202.26,197.43,192.80,226.06,216.15,203.74,0,0,0.22,0.35,
SJM,113.26,-2.88,977600,114.85,114.90,115.01,114.37,113.08,112.71,112.39,115.38,115.11,111.87,0,0,-0.18,-0.10,
SBAC,297.47,-2.98,940400,300.10,300.43,302.05,304.81,300.61,297.95,294.91,301.82,307.13,304.18,0,0,-0.86,-0.69,
VRSK,196.31,-0.53,815800,192.29,190.24,188.80,185.37,179.56,177.39,175.28,188.90,186.00,180.16,0,0,-0.05,0.02,
SNA,168.26,3.45,804000,162.82,161.55,159.87,153.73,148.82,147.98,147.52,160.16,153.02,146.44,0,0,0.39,0.42,
SIVB,332.04,5.96,750100,310.50,302.19,292.50,266.70,248.05,243.71,240.38,289.59,262.58,241.46,16,12,2.08,1.88,
VRSN,203.46,-1.55,728500,201.57,200.78,201.24,203.60,204.06,203.79,203.35,201.89,204.35,206.43,0,0,-0.65,-0.47,
WAT,230.44,3.58,721000,222.26,220.51,217.66,210.85,207.45,206.99,206.78,218.79,209.43,205.17,0,0,1.01,0.90,
STE,190.05,4.61,676700,182.50,182.21,181.77,174.79,167.32,165.26,163.41,183.81,172.61,164.65,0,0,-0.14,0.13,
TFX,363.96,8.34,523700,341.76,341.99,344.49,353.42,355.80,355.36,354.45,348.90,357.91,363.35,0,0,-1.07,-0.69,
WST,286.54,-3.13,515300,286.82,285.33,284.45,276.35,256.35,248.62,241.17,284.96,279.78,257.33,0,0,-0.45,-0.18,
ZBRA,352.71,1.81,490000,329.87,318.31,307.08,285.38,271.40,267.16,263.18,303.03,279.17,272.88,14,6,1.80,1.62,
TYL,420.42,1.44,379000,407.11,401.95,395.21,373.00,357.22,352.06,346.89,398.06,362.46,357.95,17,17,1.19,1.50,
TDY,364.12,8.10,316500,337.31,332.03,328.47,323.17,322.68,322.61,322.22,328.03,320.56,324.02,0,0,0.14,0.24,
